what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523996489
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426523996736
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1426524003742
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524005063
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524005389
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524005906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524008089
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524008331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524008786
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1426524019831
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524020995
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524021281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524021687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524023670
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524024217
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524025352
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1426524052947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1426524071428
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524073723
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524076768
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524079786
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524096398
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426524103530
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1426524108788
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1426524122757
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426524136082
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426524136082
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1426524146876
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426524157223
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524166192
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524172928
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426524174535
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524177525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426524235569
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1426524235639
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1426524235639
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426524240977
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1426524244903
