what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1425589932379
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1425589932379
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1425589932379
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1425589932395
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1425589932395
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1425589932395
os,sysinfo,,,"win32",1425589932411
arch,sysinfo,,,"x86",1425589932411
ws,sysinfo,,,"win32",1425589932411
locale,sysinfo,,,"ru_RU",1425589932411
processors,sysinfo,,,"2",1425589932411
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1425589932411
java.runtime.version,sysinfo,,,"1.7.0_67-b01",1425589932411
java.specification.name,sysinfo,,,"Java Platform API Specification",1425589932411
java.specification.vendor,sysinfo,,,"Oracle Corporation",1425589932411
java.specification.version,sysinfo,,,"1.7",1425589932411
java.vendor,sysinfo,,,"Oracle Corporation",1425589932411
java.version,sysinfo,,,"1.7.0_67",1425589932411
java.vm.info,sysinfo,,,"mixed mode, sharing",1425589932411
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1425589932411
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1425589932411
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1425589932411
java.vm.specification.version,sysinfo,,,"1.7",1425589932411
java.vm.vendor,sysinfo,,,"Oracle Corporation",1425589932411
java.vm.version,sysinfo,,,"24.65-b04",1425589932411
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1425589932551
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1425589934520
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1425589935504
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425589940608
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425589941217
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1425589943945
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1425589944992
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1425589945679
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425589949823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425589956181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425589957572
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1425589960244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425590006892
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425590011158
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425590039439
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1425590042956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425590046408
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425590718548
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425590722955
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1425590723361
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425590734457
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425590795217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425590796791
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591201855
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1425591212017
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591212998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591336811
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1425591341341
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591342081
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591360624
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591373827
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591378694
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591378772
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591416083
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591418665
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591424053
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591425059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591433299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591453860
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591823455
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1425591842772
