what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1426099936019
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426099938941
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426099939256
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426099939860
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426099945197
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426099945503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426099947163
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1426099960172
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1426099965521
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426099969419
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1426099994260
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426099998955
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426099999837
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1426100000481
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426100004443
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426100019246
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426100020979
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426100022834
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1426100022877
